Type:,WAVELENGH DATA FILE
Exposure Time:,10 m.Sec
Gain:,1
Offset:,10
Line Count:,1


Pixel No,WaveLength(nm),Average,L1
1852,315.026,163.000000,   163
1853,312.705,167.000000,   167
1854,310.371,162.000000,   162
1855,308.024,168.000000,   168
1856,305.664,168.000000,   168
1857,303.291,165.000000,   165
1858,300.906,161.000000,   161
1859,298.507,167.000000,   167
1860,296.096,162.000000,   162
1861,293.671,168.000000,   168
1862,291.234,160.000000,   160
1863,288.783,164.000000,   164
1864,286.320,160.000000,   160
1865,283.843,168.000000,   168
1866,281.353,154.000000,   154
1867,278.850,165.000000,   165
1868,276.334,170.000000,   170
1869,273.805,173.000000,   173
1870,271.262,168.000000,   168
1871,268.707,168.000000,   168
1872,266.138,167.000000,   167
1873,263.555,173.000000,   173
1874,260.960,173.000000,   173
1875,258.351,175.000000,   175
1876,255.728,168.000000,   168
1877,253.093,171.000000,   171
1878,250.444,170.000000,   170
1879,247.781,173.000000,   173
1880,245.105,169.000000,   169
1881,242.415,172.000000,   172
1882,239.712,176.000000,   176
1883,236.995,165.000000,   165
1884,234.265,168.000000,   168
1885,231.521,165.000000,   165
1886,228.764,170.000000,   170
1887,225.992,167.000000,   167
1888,223.207,159.000000,   159
1889,220.409,166.000000,   166
1890,217.596,165.000000,   165
1891,214.770,164.000000,   164
1892,211.930,169.000000,   169
1893,209.077,160.000000,   160
1894,206.209,162.000000,   162
1895,203.328,175.000000,   175
1896,200.432,165.000000,   165
1897,197.523,172.000000,   172
1898,194.600,175.000000,   175
1899,191.663,171.000000,   171
1900,188.711,163.000000,   163
1901,185.746,167.000000,   167
1902,182.767,165.000000,   165
1903,179.773,160.000000,   160
1904,176.766,157.000000,   157
1905,173.744,166.000000,   166
1906,170.709,157.000000,   157
1907,167.659,160.000000,   160
1908,164.594,161.000000,   161
1909,161.516,171.000000,   171
1910,158.423,167.000000,   167
1911,155.316,160.000000,   160
1912,152.195,163.000000,   163
1913,149.059,167.000000,   167
1914,145.909,165.000000,   165
1915,142.745,163.000000,   163
1916,139.566,160.000000,   160
1917,136.373,165.000000,   165
1918,133.165,169.000000,   169
1919,129.943,171.000000,   171
1920,126.706,167.000000,   167
1921,123.455,165.000000,   165
1922,120.189,160.000000,   160
1923,116.909,157.000000,   157
1924,113.613,164.000000,   164
1925,110.304,170.000000,   170
1926,106.979,161.000000,   161
1927,103.640,161.000000,   161
1928,100.286,165.000000,   165
1929,96.917,162.000000,   162
1930,93.534,158.000000,   158
1931,90.136,156.000000,   156
1932,86.723,164.000000,   164
1933,83.295,164.000000,   164
1934,79.852,167.000000,   167
1935,76.394,171.000000,   171
1936,72.921,163.000000,   163
1937,69.433,163.000000,   163
1938,65.931,155.000000,   155
1939,62.413,154.000000,   154
1940,58.880,159.000000,   159
1941,55.332,164.000000,   164
1942,51.769,163.000000,   163
1943,48.191,162.000000,   162
1944,44.598,155.000000,   155
1945,40.990,168.000000,   168
1946,37.366,165.000000,   165
1947,33.727,166.000000,   166
1948,30.073,157.000000,   157
1949,26.404,162.000000,   162
1950,22.719,158.000000,   158
1951,19.019,160.000000,   160
1952,15.303,152.000000,   152
1953,11.573,165.000000,   165
1954,7.826,160.000000,   160
1955,4.065,146.000000,   146
1956,0.288,155.000000,   155
1957,-3.505,166.000000,   166
1958,-7.313,162.000000,   162
1959,-11.137,160.000000,   160
1960,-14.976,165.000000,   165
1961,-18.831,165.000000,   165
1962,-22.701,156.000000,   156
1963,-26.588,168.000000,   168
1964,-30.489,159.000000,   159
1965,-34.407,158.000000,   158
1966,-38.340,165.000000,   165
1967,-42.289,161.000000,   161
1968,-46.254,162.000000,   162
1969,-50.235,158.000000,   158
1970,-54.231,160.000000,   160
1971,-58.243,159.000000,   159
1972,-62.271,151.000000,   151
1973,-66.315,166.000000,   166
1974,-70.376,158.000000,   158
1975,-74.452,165.000000,   165
1976,-78.543,156.000000,   156
1977,-82.651,163.000000,   163
1978,-86.776,160.000000,   160
1979,-90.916,167.000000,   167
1980,-95.072,154.000000,   154
1981,-99.244,168.000000,   168
1982,-103.433,160.000000,   160
1983,-107.637,165.000000,   165
1984,-111.858,164.000000,   164
1985,-116.095,163.000000,   163
1986,-120.349,157.000000,   157
1987,-124.618,164.000000,   164
1988,-128.904,164.000000,   164
1989,-133.206,153.000000,   153
1990,-137.525,152.000000,   152
1991,-141.860,151.000000,   151
1992,-146.211,158.000000,   158
1993,-150.579,165.000000,   165
1994,-154.964,155.000000,   155
1995,-159.364,159.000000,   159
1996,-163.782,161.000000,   161
1997,-168.215,162.000000,   162
1998,-172.666,169.000000,   169
1999,-177.133,163.000000,   163
2000,-181.617,162.000000,   162
2001,-186.117,161.000000,   161
2002,-190.634,158.000000,   158
2003,-195.167,163.000000,   163
2004,-199.718,163.000000,   163
2005,-204.285,159.000000,   159
2006,-208.869,160.000000,   160
2007,-213.469,163.000000,   163
2008,-218.087,162.000000,   162
2009,-222.721,160.000000,   160
2010,-227.373,156.000000,   156
2011,-232.041,155.000000,   155
2012,-236.726,161.000000,   161
2013,-241.428,164.000000,   164
2014,-246.147,153.000000,   153
2015,-250.883,166.000000,   166
2016,-255.636,157.000000,   157
2017,-260.406,167.000000,   167
2018,-265.193,162.000000,   162
2019,-269.998,170.000000,   170
2020,-274.819,159.000000,   159
2021,-279.658,167.000000,   167
2022,-284.514,162.000000,   162
2023,-289.387,162.000000,   162
2024,-294.277,169.000000,   169
2025,-299.185,161.000000,   161
2026,-304.110,162.000000,   162
2027,-309.052,160.000000,   160
2028,-314.011,161.000000,   161
2029,-318.988,164.000000,   164
2030,-323.983,164.000000,   164
2031,-328.995,159.000000,   159
2032,-334.024,170.000000,   170
2033,-339.071,165.000000,   165
2034,-344.135,166.000000,   166
2035,-349.217,160.000000,   160
2036,-354.316,163.000000,   163
2037,-359.433,159.000000,   159
2038,-364.567,163.000000,   163
2039,-369.720,165.000000,   165
2040,-374.889,160.000000,   160
2041,-380.077,162.000000,   162
2042,-385.282,160.000000,   160
2043,-390.505,155.000000,   155
2044,-395.746,153.000000,   153
2045,-401.004,163.000000,   163
2046,-406.281,161.000000,   161
2047,-411.575,148.000000,   148
2048,-416.887,159.000000,   159
2049,-422.217,157.000000,   157
2050,-427.565,167.000000,   167
2051,-432.931,156.000000,   156
2052,-438.315,160.000000,   160
2053,-443.717,160.000000,   160
2054,-449.137,156.000000,   156
2055,-454.575,156.000000,   156
2056,-460.031,167.000000,   167
2057,-465.505,155.000000,   155
2058,-470.997,147.000000,   147
2059,-476.508,151.000000,   151
2060,-482.036,168.000000,   168
2061,-487.583,154.000000,   154
2062,-493.148,155.000000,   155
2063,-498.731,159.000000,   159
2064,-504.333,63.000000,    63
2065,-509.953,42.000000,    42
2066,-515.591,46.000000,    46
2067,-521.248,39.000000,    39
