Type:,WAVELENGH DATA FILE
Exposure Time:,10 m.Sec
Gain:,1
Offset:,10
Line Count:,1


Pixel No,WaveLength(nm),Average,L1
1717,11791421.720,525.000000,   525
1718,11811948.134,539.000000,   539
1719,11832498.356,520.000000,   520
1720,11853072.400,536.000000,   536
1721,11873670.280,532.000000,   532
1722,11894292.010,528.000000,   528
1723,11914937.604,528.000000,   528
1724,11935607.075,531.000000,   531
1725,11956300.438,515.000000,   515
1726,11977017.705,526.000000,   526
1727,11997758.891,533.000000,   533
1728,12018524.010,521.000000,   521
1729,12039313.075,530.000000,   530
1730,12060126.100,532.000000,   532
1731,12080963.099,529.000000,   529
1732,12101824.086,524.000000,   524
1733,12122709.075,528.000000,   528
1734,12143618.079,511.000000,   511
1735,12164551.113,518.000000,   518
1736,12185508.189,529.000000,   529
1737,12206489.322,526.000000,   526
1738,12227494.526,526.000000,   526
1739,12248523.814,520.000000,   520
1740,12269577.200,524.000000,   524
1741,12290654.698,528.000000,   528
1742,12311756.322,522.000000,   522
1743,12332882.086,518.000000,   518
1744,12354032.003,536.000000,   536
1745,12375206.087,520.000000,   520
1746,12396404.353,518.000000,   518
1747,12417626.813,523.000000,   523
1748,12438873.482,527.000000,   527
1749,12460144.373,543.000000,   543
1750,12481439.500,529.000000,   529
1751,12502758.877,534.000000,   534
1752,12524102.518,521.000000,   521
1753,12545470.437,527.000000,   527
1754,12566862.647,523.000000,   523
1755,12588279.163,533.000000,   533
1756,12609719.997,521.000000,   521
1757,12631185.164,514.000000,   514
1758,12652674.678,528.000000,   528
1759,12674188.552,523.000000,   523
1760,12695726.800,533.000000,   533
1761,12717289.436,520.000000,   520
1762,12738876.474,524.000000,   524
1763,12760487.928,519.000000,   519
1764,12782123.811,531.000000,   531
1765,12803784.137,531.000000,   531
1766,12825468.921,524.000000,   524
1767,12847178.175,524.000000,   524
1768,12868911.914,526.000000,   526
1769,12890670.151,520.000000,   520
1770,12912452.900,517.000000,   517
1771,12934260.175,523.000000,   523
1772,12956091.990,527.000000,   527
1773,12977948.359,524.000000,   524
1774,12999829.295,528.000000,   528
1775,13021734.812,529.000000,   529
1776,13043664.925,531.000000,   531
1777,13065619.646,521.000000,   521
1778,13087598.990,524.000000,   524
1779,13109602.970,521.000000,   521
1780,13131631.600,519.000000,   519
1781,13153684.894,526.000000,   526
1782,13175762.866,527.000000,   527
1783,13197865.530,526.000000,   526
1784,13219992.899,521.000000,   521
1785,13242144.988,535.000000,   535
1786,13264321.809,515.000000,   515
1787,13286523.377,508.000000,   508
1788,13308749.706,517.000000,   517
1789,13331000.809,527.000000,   527
1790,13353276.700,529.000000,   529
1791,13375577.393,530.000000,   530
1792,13397902.902,519.000000,   519
1793,13420253.241,509.000000,   509
1794,13442628.423,516.000000,   516
1795,13465028.462,509.000000,   509
1796,13487453.373,504.000000,   504
1797,13509903.168,515.000000,   515
1798,13532377.862,513.000000,   513
1799,13554877.468,511.000000,   511
1800,13577402.000,525.000000,   525
1801,13599951.472,524.000000,   524
1802,13622525.898,528.000000,   528
1803,13645125.292,518.000000,   518
1804,13667749.667,527.000000,   527
1805,13690399.038,512.000000,   512
1806,13713073.417,522.000000,   522
1807,13735772.819,524.000000,   524
1808,13758497.258,527.000000,   527
1809,13781246.747,529.000000,   529
1810,13804021.300,519.000000,   519
1811,13826820.931,515.000000,   515
1812,13849645.654,517.000000,   517
1813,13872495.483,527.000000,   527
1814,13895370.431,527.000000,   527
1815,13918270.512,513.000000,   513
1816,13941195.741,509.000000,   509
1817,13964146.130,510.000000,   510
1818,13987121.694,523.000000,   523
1819,14010122.446,517.000000,   517
1820,14033148.400,538.000000,   538
1821,14056199.570,513.000000,   513
1822,14079275.970,515.000000,   515
1823,14102377.614,515.000000,   515
1824,14125504.515,518.000000,   518
1825,14148656.688,516.000000,   516
1826,14171834.145,524.000000,   524
1827,14195036.901,504.000000,   504
1828,14218264.970,509.000000,   509
1829,14241518.365,508.000000,   508
1830,14264797.100,519.000000,   519
1831,14288101.189,515.000000,   515
1832,14311430.646,520.000000,   520
1833,14334785.485,518.000000,   518
1834,14358165.719,511.000000,   511
1835,14381571.363,507.000000,   507
1836,14405002.429,504.000000,   504
1837,14428458.932,504.000000,   504
1838,14451940.886,509.000000,   509
1839,14475448.304,510.000000,   510
1840,14498981.200,516.000000,   516
1841,14522539.588,517.000000,   517
1842,14546123.482,500.000000,   500
1843,14569732.896,504.000000,   504
1844,14593367.843,508.000000,   508
1845,14617028.338,511.000000,   511
1846,14640714.393,506.000000,   506
1847,14664426.023,515.000000,   515
1848,14688163.242,512.000000,   512
1849,14711926.063,509.000000,   509
1850,14735714.500,507.000000,   507
1851,14759528.567,504.000000,   504
1852,14783368.278,506.000000,   506
1853,14807233.647,518.000000,   518
1854,14831124.687,507.000000,   507
1855,14855041.412,516.000000,   516
1856,14878983.837,516.000000,   516
1857,14902951.974,504.000000,   504
1858,14926945.838,510.000000,   510
1859,14950965.442,503.000000,   503
1860,14975010.800,512.000000,   512
1861,14999081.926,516.000000,   516
1862,15023178.834,521.000000,   521
1863,15047301.538,517.000000,   517
1864,15071450.051,501.000000,   501
1865,15095624.388,513.000000,   513
1866,15119824.561,502.000000,   502
1867,15144050.585,515.000000,   515
1868,15168302.474,509.000000,   509
1869,15192580.241,503.000000,   503
1870,15216883.900,514.000000,   514
1871,15241213.465,506.000000,   506
1872,15265568.950,504.000000,   504
1873,15289950.369,506.000000,   506
1874,15314357.735,504.000000,   504
1875,15338791.063,510.000000,   510
1876,15363250.365,513.000000,   513
1877,15387735.656,507.000000,   507
1878,15412246.950,513.000000,   513
1879,15436784.260,515.000000,   515
1880,15461347.600,502.000000,   502
1881,15485936.984,501.000000,   501
1882,15510552.426,500.000000,   500
1883,15535193.940,513.000000,   513
1884,15559861.539,507.000000,   507
1885,15584555.237,508.000000,   508
1886,15609275.049,502.000000,   502
1887,15634020.987,502.000000,   502
1888,15658793.066,496.000000,   496
1889,15683591.299,503.000000,   503
1890,15708415.700,504.000000,   504
1891,15733266.283,498.000000,   498
1892,15758143.062,499.000000,   499
1893,15783046.051,516.000000,   516
1894,15807975.263,507.000000,   507
1895,15832930.713,491.000000,   491
1896,15857912.413,507.000000,   507
1897,15882920.378,508.000000,   508
1898,15907954.622,506.000000,   506
1899,15933015.158,513.000000,   513
1900,15958102.000,498.000000,   498
1901,15983215.162,505.000000,   505
1902,16008354.658,485.000000,   485
1903,16033520.502,509.000000,   509
1904,16058712.707,505.000000,   505
1905,16083931.288,522.000000,   522
1906,16109176.257,504.000000,   504
1907,16134447.629,503.000000,   503
1908,16159745.418,501.000000,   501
1909,16185069.637,511.000000,   511
1910,16210420.300,494.000000,   494
1911,16235797.421,500.000000,   500
1912,16261201.014,486.000000,   486
1913,16286631.093,494.000000,   494
1914,16312087.671,474.000000,   474
1915,16337570.762,480.000000,   480
1916,16363080.381,507.000000,   507
1917,16388616.540,502.000000,   502
1918,16414179.254,492.000000,   492
1919,16439768.536,509.000000,   509
1920,16465384.400,509.000000,   509
1921,16491026.860,494.000000,   494
1922,16516695.930,514.000000,   514
1923,16542391.624,509.000000,   509
1924,16568113.955,493.000000,   493
1925,16593862.938,506.000000,   506
1926,16619638.585,505.000000,   505
1927,16645440.911,507.000000,   507
1928,16671269.930,500.000000,   500
1929,16697125.655,512.000000,   512
1930,16723008.100,504.000000,   504
1931,16748917.279,498.000000,   498
1932,16774853.206,501.000000,   501
1933,16800815.895,508.000000,   508
1934,16826805.359,499.000000,   499
1935,16852821.613,510.000000,   510
1936,16878864.669,500.000000,   500
1937,16904934.542,503.000000,   503
1938,16931031.246,506.000000,   506
1939,16957154.794,499.000000,   499
1940,16983305.200,495.000000,   495
1941,17009482.478,500.000000,   500
1942,17035686.642,504.000000,   504
1943,17061917.706,494.000000,   494
1944,17088175.683,497.000000,   497
1945,17114460.587,492.000000,   492
1946,17140772.433,497.000000,   497
1947,17167111.233,503.000000,   503
1948,17193477.002,494.000000,   494
1949,17219869.753,500.000000,   500
1950,17246289.500,490.000000,   490
1951,17272736.257,491.000000,   491
1952,17299210.038,477.000000,   477
1953,17325710.857,491.000000,   491
1954,17352238.727,500.000000,   500
1955,17378793.663,474.000000,   474
1956,17405375.677,491.000000,   491
1957,17431984.784,495.000000,   495
1958,17458620.998,494.000000,   494
1959,17485284.332,499.000000,   499
1960,17511974.800,502.000000,   502
1961,17538692.416,489.000000,   489
1962,17565437.194,493.000000,   493
1963,17592209.148,498.000000,   498
1964,17619008.291,494.000000,   494
1965,17645834.637,493.000000,   493
1966,17672688.201,488.000000,   488
1967,17699568.995,491.000000,   491
1968,17726477.034,505.000000,   505
1969,17753412.331,496.000000,   496
1970,17780374.900,497.000000,   497
1971,17807364.755,493.000000,   493
1972,17834381.910,498.000000,   498
1973,17861426.379,496.000000,   496
1974,17888498.175,498.000000,   498
1975,17915597.312,499.000000,   499
1976,17942723.805,506.000000,   506
1977,17969877.666,488.000000,   488
1978,17997058.910,490.000000,   490
1979,18024267.550,495.000000,   495
1980,18051503.600,494.000000,   494
1981,18078767.074,489.000000,   489
1982,18106057.986,494.000000,   494
1983,18133376.350,487.000000,   487
1984,18160722.179,483.000000,   483
1985,18188095.488,503.000000,   503
1986,18215496.289,489.000000,   489
1987,18242924.597,501.000000,   501
1988,18270380.426,508.000000,   508
1989,18297863.789,496.000000,   496
1990,18325374.700,495.000000,   495
1991,18352913.173,484.000000,   484
1992,18380479.222,484.000000,   484
1993,18408072.861,486.000000,   486
1994,18435694.103,496.000000,   496
1995,18463342.962,492.000000,   492
1996,18491019.453,496.000000,   496
1997,18518723.588,498.000000,   498
1998,18546455.382,481.000000,   481
1999,18574214.848,488.000000,   488
2000,18602002.000,495.000000,   495
2001,18629816.852,502.000000,   502
2002,18657659.418,492.000000,   492
2003,18685529.712,492.000000,   492
2004,18713427.747,493.000000,   493
2005,18741353.537,487.000000,   487
2006,18769307.097,483.000000,   483
2007,18797288.439,491.000000,   491
2008,18825297.578,489.000000,   489
2009,18853334.527,493.000000,   493
2010,18881399.300,487.000000,   487
2011,18909491.911,492.000000,   492
2012,18937612.374,487.000000,   487
2013,18965760.703,486.000000,   486
2014,18993936.911,483.000000,   483
2015,19022141.012,486.000000,   486
2016,19050373.021,487.000000,   487
2017,19078632.950,491.000000,   491
2018,19106920.814,483.000000,   483
2019,19135236.626,484.000000,   484
2020,19163580.400,487.000000,   487
2021,19191952.150,498.000000,   498
2022,19220351.890,486.000000,   486
2023,19248779.634,506.000000,   506
2024,19277235.395,489.000000,   489
2025,19305719.188,496.000000,   496
2026,19334231.025,494.000000,   494
2027,19362770.921,495.000000,   495
2028,19391338.890,487.000000,   487
2029,19419934.945,488.000000,   488
2030,19448559.100,490.000000,   490
2031,19477211.369,486.000000,   486
2032,19505891.766,484.000000,   484
2033,19534600.305,479.000000,   479
2034,19563336.999,491.000000,   491
2035,19592101.863,488.000000,   488
2036,19620894.909,485.000000,   485
2037,19649716.152,485.000000,   485
2038,19678565.606,480.000000,   480
2039,19707443.284,480.000000,   480
2040,19736349.200,487.000000,   487
2041,19765283.368,480.000000,   480
2042,19794245.802,490.000000,   490
2043,19823236.516,486.000000,   486
2044,19852255.523,471.000000,   471
2045,19881302.837,481.000000,   481
2046,19910378.473,464.000000,   464
2047,19939482.443,472.000000,   472
2048,19968614.762,492.000000,   492
2049,19997775.443,466.000000,   466
2050,20026964.500,490.000000,   490
2051,20056181.947,483.000000,   483
2052,20085427.798,477.000000,   477
2053,20114702.067,493.000000,   493
2054,20144004.767,477.000000,   477
2055,20173335.912,478.000000,   478
2056,20202695.517,472.000000,   472
2057,20232083.594,467.000000,   467
2058,20261500.158,466.000000,   466
2059,20290945.222,467.000000,   467
2060,20320418.800,464.000000,   464
2061,20349920.906,466.000000,   466
2062,20379451.554,465.000000,   465
2063,20409010.758,462.000000,   462
2064,20438598.531,154.000000,   154
2065,20468214.888,63.000000,    63
2066,20497859.841,42.000000,    42
2067,20527533.405,40.000000,    40
